# Effective stiffness matrix C_ij (Voigt)
# RVE: BT80_z95_s4, L=0.8, applied_strain=0.00625
# CORRECTED: extracted with applied_strain=0.01, but the deck prescribes Disp=0.005 over L=0.80, so the true strain is 0.00625. C_ij below rescaled by 1.6; stress/strain blocks below are raw ODB output and are unchanged.
,11,22,33,12,13,23
11,5.342400e+09,1.501796e+09,1.479873e+09,3.072285e+05,9.573346e+06,4.818963e+05
22,1.501796e+09,5.336965e+09,1.474111e+09,-1.462102e+07,2.109259e+05,-1.068192e+07
33,1.479873e+09,1.474111e+09,5.557683e+09,-5.957379e+06,1.894446e+07,-9.105843e+06
12,3.072285e+05,-1.462102e+07,-5.957379e+06,1.709469e+09,-6.867982e+06,5.772584e+06
13,9.573346e+06,2.109259e+05,1.894446e+07,-6.867982e+06,1.751842e+09,7.350598e+06
23,4.818963e+05,-1.068192e+07,-9.105843e+06,5.772584e+06,7.350598e+06,1.721963e+09

# Stress tensors per load case
load_case,S_11,S_22,S_33,S_12,S_13,S_23
utx,2.937278e+07,7.778678e-05,4.422076e-05,4.990142e+04,4.214492e+04,4.230514e+04
uty,3.617949e-04,2.935839e+07,6.286431e-06,-3.902817e+04,-4.511660e+04,-4.882832e+04
utz,-4.716432e-04,-3.754173e-04,3.075059e+07,1.124268e+04,8.722281e+04,-3.751880e+04
ss12,5.513432e+04,-1.057641e+04,2.689149e+04,1.068411e+07,-4.334469e+04,3.607396e+04
ss13,9.894322e+04,3.408553e+04,1.336291e+05,-4.334469e+04,1.094900e+07,4.442184e+04
ss23,-4.359494e+03,-7.137285e+04,-6.368940e+04,3.607396e+04,4.442184e+04,1.076226e+07

# Strain tensors per load case
load_case,E_11,E_22,E_33,E_12,E_13,E_23
utx,5.989243e-03,-2.256790e-03,-2.043287e-03,4.518147e-05,1.295187e-05,3.470416e-06
uty,-2.228035e-03,5.953722e-03,-2.019309e-03,7.974254e-05,-1.175209e-06,6.288919e-06
utz,-2.190924e-03,-2.190538e-03,6.068894e-03,5.807785e-05,-6.488162e-06,6.178578e-07
ss12,-2.241815e-06,5.453595e-06,5.462683e-07,6.057717e-03,2.648907e-07,6.952452e-07
ss13,7.310346e-06,4.536476e-06,-3.472392e-06,-9.749379e-07,6.066441e-03,-9.812302e-07
ss23,1.260671e-06,-5.313156e-07,1.538787e-07,-6.800510e-07,-1.816935e-06,6.077546e-03
